command_forward,R_tau_ff_4,R_tau_ff_5,,L_tau_ff_4,L_tau_ff_5,,L_tau_actual_0,L_tau_actual_1,L_tau_actual_2,L_tau_actual_3,L_tau_actual_4,L_tau_actual_5,,R_tau_actual_0,R_tau_actual_1,R_tau_actual_2,R_tau_actual_3,R_tau_actual_4,R_tau_actual_5,,L_q_des_0,L_q_des_1,L_q_des_2,L_q_des_3,L_q_des_4,L_q_des_5,,R_q_des_0,R_q_des_1,R_q_des_2,R_q_des_3,R_q_des_4,R_q_des_5,,L_q_0,L_q_1,L_q_2,L_q_3,L_q_4,L_q_5,,R_q_0,R_q_1,R_q_2,R_q_3,R_q_4,R_q_5,,L_qd_des_0,L_qd_des_1,L_qd_des_2,L_qd_des_3,L_qd_des_4,L_qd_des_5,,R_qd_des_0,R_qd_des_1,R_qd_des_2,R_qd_des_3,R_qd_des_4,R_qd_des_5,,L_qd_0,L_qd_1,L_qd_2,L_qd_3,L_qd_4,L_qd_5,,R_qd_0,R_qd_1,R_qd_2,R_qd_3,R_qd_4,R_qd_5
0,0,0,,0,0,,0.323345,0.571148,-0.798289,-0.0214199,0,0,,-0.0585975,-1.70611,1.95134,0.0446422,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.280109,0.289991,0.0393063,1.07923,0,0,,0.087774,-0.277732,0.016233,1.10793,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.207213,-0.0889884,-0.0138006,-0.146133,0,0,,0.0757852,0.496077,0.397609,0.664853,0,0,
0,0,0,,0,0,,0.322591,0.568431,-0.761466,-0.0260253,0,0,,-0.0412049,-1.72011,1.82849,-0.0120249,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.280495,0.289836,0.0391371,1.07898,0,0,,0.0878579,-0.276765,0.0174267,1.10935,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.192754,-0.0773477,-0.0846352,-0.125261,0,0,,0.0419574,0.483639,0.59685,0.71016,0,0,
0,0,0,,0,0,,0.322111,0.565704,-0.722663,-0.0314511,0,0,,-0.0259693,-1.73323,1.70499,-0.0630849,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.280852,0.289703,0.0388303,1.07877,0,0,,0.0878869,-0.275824,0.0189898,1.11083,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.178803,-0.0665375,-0.153402,-0.104784,0,0,,0.0144927,0.470615,0.781554,0.741861,0,0,
0,0,0,,0,0,,0.321934,0.562961,-0.682144,-0.037498,0,0,,-0.0128166,-1.74555,1.58138,-0.10861,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.281184,0.289587,0.0383891,1.0786,0,0,,0.0878749,-0.274914,0.0208929,1.11235,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.165591,-0.0579021,-0.220569,-0.0843961,0,0,,-0.00599601,0.454925,0.95153,0.759102,0,0,
0,0,0,,0,0,,0.321916,0.560959,-0.639738,-0.0443162,0,0,,-0.00233245,-1.7559,1.45833,-0.147594,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.281488,0.289488,0.037819,1.07847,0,0,,0.0878312,-0.274036,0.0231073,1.11388,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.15212,-0.0499592,-0.285067,-0.0651051,0,0,,-0.021868,0.43893,1.10723,0.765476,0,0,
0,0,0,,0,0,,0.322567,0.558986,-0.596086,-0.0513576,0,0,,0.00647825,-1.76546,1.33619,-0.1814,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.281763,0.289405,0.037127,1.07838,0,0,,0.0877614,-0.273187,0.0256056,1.11541,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.137817,-0.0414388,-0.345991,-0.0476222,0,0,,-0.0349075,0.42465,1.24916,0.76404,0,0,
0,0,0,,0,0,,0.324206,0.556383,-0.551784,-0.0581941,0,0,,0.0143943,-1.7753,1.21526,-0.211244,0,0,,0.301419,0.316188,0.000888012,1.07428,0,0,,0.0876084,-0.351336,0.117598,1.12395,0,0,,0.282011,0.289338,0.0363194,1.07831,0,0,,0.0876742,-0.272366,0.0283605,1.11692,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.123986,-0.0334826,-0.403789,-0.0313778,0,0,,-0.0435862,0.410194,1.37744,0.753787,0,0,
0,0,0,,0,0,,0.326162,0.553744,-0.506734,-0.0650612,0,0,,0.0204771,-1.78448,1.09602,-0.236269,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282233,0.289286,0.0354034,1.07828,0,0,,0.0875771,-0.271574,0.0313456,1.11839,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.110734,-0.0257716,-0.458027,-0.0166517,0,0,,-0.0485596,0.396079,1.49256,0.736331,0,0,
0,0,0,,0,0,,0.147969,0.466411,-0.576865,-0.0626172,0,0,,-0.393334,-1.71052,1.09726,-0.0881008,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282421,0.289236,0.0343664,1.0783,0,0,,0.0874313,-0.270819,0.0345766,1.11992,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0939529,-0.0250741,-0.518463,0.00777352,0,0,,-0.0729132,0.377532,1.6155,0.766097,0,0,
0,0,0,,0,0,,0.152601,0.467065,-0.525908,-0.0751408,0,0,,-0.37824,-1.71634,0.971164,-0.133628,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282576,0.289186,0.0332183,1.07835,0,0,,0.0872437,-0.270101,0.0380261,1.12149,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.077662,-0.0248575,-0.574088,0.0288271,0,0,,-0.093779,0.359071,1.72475,0.783478,0,0,
0,0,0,,0,0,,0.15764,0.467951,-0.475132,-0.0868207,0,0,,-0.364056,-1.72148,0.84755,-0.173657,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.2827,0.289136,0.0319684,1.07845,0,0,,0.087021,-0.269419,0.0416674,1.12307,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0619527,-0.0250842,-0.624916,0.0466989,0,0,,-0.111338,0.340734,1.82064,0.789752,0,0,
0,0,0,,0,0,,0.163016,0.469068,-0.424722,-0.0976245,0,0,,-0.350823,-1.72594,0.726779,-0.208384,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282794,0.289084,0.0306262,1.07857,0,0,,0.0867695,-0.268775,0.0454744,1.12464,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0467902,-0.0259605,-0.671095,0.0616631,0,0,,-0.125756,0.322189,1.9035,0.78584,0,0,
0,0,0,,0,0,,0.168726,0.470545,-0.374788,-0.107573,0,0,,-0.338584,-1.72955,0.609212,-0.237862,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282859,0.289028,0.0292003,1.07872,0,0,,0.0864968,-0.26817,0.0494217,1.12619,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0328288,-0.0279435,-0.712958,0.0741345,0,0,,-0.136342,0.302635,1.97362,0.772162,0,0,
0,0,0,,0,0,,0.174394,0.472654,-0.325339,-0.116774,0,0,,-0.327837,-1.73188,0.495205,-0.261909,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282897,0.288968,0.0276998,1.07889,0,0,,0.0862073,-0.267604,0.0534846,1.12769,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0189047,-0.0303737,-0.750239,0.0839301,0,0,,-0.144785,0.283141,2.03146,0.751004,0,0,
0,0,0,,0,0,,0.1806,0.475084,-0.276688,-0.125029,0,0,,-0.317825,-1.73346,0.385029,-0.28137,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282907,0.288904,0.0261351,1.07907,0,0,,0.0859026,-0.267072,0.0576401,1.12914,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0.00476716,-0.0318811,-0.782352,0.090804,0,0,,-0.152325,0.26568,2.07775,0.725039,0,0,
0,0,0,,0,0,,0.187478,0.477113,-0.229338,-0.132098,0,0,,-0.307962,-1.73536,0.27877,-0.29739,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282889,0.288836,0.0245152,1.07926,0,0,,0.0855871,-0.266576,0.0618658,1.13053,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.00875548,-0.0339697,-0.80999,0.0955015,0,0,,-0.157747,0.248106,2.11284,0.693604,0,0,
0,0,0,,0,0,,0.194589,0.479516,-0.183119,-0.138267,0,0,,-0.298941,-1.73649,0.176716,-0.309416,0,0,,0.2924,0.311962,-0.00489055,1.07473,0,0,,0.0666964,-0.347198,0.123522,1.1324,0,0,,0.282846,0.288763,0.0228489,1.07946,0,0,,0.0852647,-0.266114,0.0661403,1.13184,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0214049,-0.0362482,-0.833123,0.0981822,0,0,,-0.161193,0.230849,2.13729,0.657805,0,0,
0,0,0,,0,0,,0.20177,0.482105,-0.138228,-0.143535,0,0,,-0.29077,-1.7371,0.078997,-0.317829,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.28278,0.288686,0.0211453,1.07965,0,0,,0.0849387,-0.265686,0.0704437,1.13308,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0332006,-0.0387083,-0.851791,0.098996,0,0,,-0.163006,0.213896,2.15168,0.61853,0,0,
0,0,0,,0,0,,0.208996,0.484883,-0.0948222,-0.147902,0,0,,-0.283343,-1.73718,-0.0142671,-0.322933,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.282692,0.288603,0.0194132,1.07985,0,0,,0.0846118,-0.265292,0.0747568,1.13423,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0441425,-0.0413088,-0.866076,0.0981161,0,0,,-0.163453,0.197257,2.15657,0.576566,0,0,
0,0,0,,0,0,,0.0471235,0.406023,-0.122319,-0.122185,0,0,,-0.41927,-1.55191,-0.0637621,-0.29457,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.282587,0.288512,0.01764,1.08008,0,0,,0.0842939,-0.264926,0.0790722,1.13533,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0524225,-0.0459156,-0.886595,0.11366,0,0,,-0.158958,0.182814,2.15766,0.548805,0,0,
0,0,0,,0,0,,0.0533604,0.410163,-0.0765955,-0.134503,0,0,,-0.415159,-1.552,-0.150611,-0.302641,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.282462,0.28841,0.0158336,1.08033,0,0,,0.0839851,-0.26459,0.0833699,1.13636,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0622768,-0.0509507,-0.90322,0.125904,0,0,,-0.154387,0.168161,2.14887,0.516972,0,0,
0,0,0,,0,0,,0.0607786,0.414718,-0.0321544,-0.145661,0,0,,-0.411269,-1.5514,-0.232172,-0.307404,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.282316,0.288297,0.0140024,1.0806,0,0,,0.0836851,-0.264283,0.0876324,1.13733,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0730237,-0.0563059,-0.915579,0.134862,0,0,,-0.15003,0.153535,2.13126,0.482352,0,0,
0,0,0,,0,0,,0.069073,0.419648,0.0106486,-0.155535,0,0,,-0.407446,-1.55023,-0.308616,-0.309388,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.282148,0.288174,0.0121553,1.08088,0,0,,0.0833933,-0.264005,0.0918438,1.13822,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0839711,-0.0617435,-0.923535,0.140707,0,0,,-0.145863,0.139139,2.10571,0.445698,0,0,
0,0,0,,0,0,,0.0779055,0.424837,0.0515676,-0.164086,0,0,,-0.403696,-1.5486,-0.380071,-0.308889,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.281959,0.288039,0.0103011,1.08117,0,0,,0.0831094,-0.263755,0.0959898,1.13904,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.0947693,-0.0673711,-0.927089,0.143644,0,0,,-0.141959,0.124904,2.07296,0.407852,0,0,
0,0,0,,0,0,,0.0870954,0.430345,0.0904285,-0.1713,0,0,,-0.399969,-1.54648,-0.446616,-0.30628,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.281748,0.287892,0.00844839,1.08146,0,0,,0.0828328,-0.263533,0.100057,1.13977,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.105212,-0.0731548,-0.92638,0.14397,0,0,,-0.138331,0.110859,2.03364,0.369428,0,0,
0,0,0,,0,0,,0.0965252,0.436163,0.127129,-0.177222,0,0,,-0.39625,-1.54389,-0.508299,-0.301845,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.281518,0.287734,0.00660522,1.08174,0,0,,0.0825628,-0.263339,0.104034,1.14044,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.115157,-0.0790634,-0.921582,0.141983,0,0,,-0.134995,0.0970269,1.98831,0.330953,0,0,
0,0,0,,0,0,,0.106104,0.44228,0.161594,-0.181907,0,0,,-0.392518,-1.54085,-0.565168,-0.295845,0,0,,0.283944,0.307872,-0.00835466,1.07619,0,0,,0.059562,-0.337956,0.125483,1.13392,0,0,,0.281269,0.287564,0.00477943,1.08202,0,0,,0.0822988,-0.263172,0.107909,1.14102,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.124508,-0.0850675,-0.912896,0.137977,0,0,,-0.131967,0.0834251,1.93754,0.292882,0,0,
0,0,0,,0,0,,0.11576,0.448685,0.193766,-0.185423,0,0,,-0.388754,-1.53739,-0.617284,-0.288525,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.281002,0.287382,0.0029783,1.08228,0,0,,0.0820404,-0.263032,0.111672,1.14153,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.133193,-0.0912016,-0.900568,0.132255,0,0,,-0.129222,0.0699809,1.88184,0.255542,0,0,
0,0,0,,0,0,,0.0564354,0.49721,0.187831,-0.138432,0,0,,-0.330909,-1.37519,-0.664306,-0.208584,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.280429,0.286983,-0.000542434,1.0828,0,0,,0.0815524,-0.262825,0.118839,1.14237,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.145335,-0.101931,-0.875564,0.133581,0,0,,-0.117158,0.0466629,1.7614,0.1987,0,0,
0,0,0,,0,0,,0.0643116,0.503566,0.218235,-0.148031,0,0,,-0.331064,-1.37199,-0.704599,-0.206217,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.280124,0.286775,-0.002266,1.08307,0,0,,0.0813287,-0.262741,0.122232,1.14274,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.152715,-0.103956,-0.861785,0.138174,0,0,,-0.111842,0.0423493,1.69667,0.184725,0,0,
0,0,0,,0,0,,0.0741102,0.508737,0.245817,-0.155854,0,0,,-0.329249,-1.37153,-0.740099,-0.206618,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.279805,0.286578,-0.00394974,1.08335,0,0,,0.0811087,-0.262644,0.125491,1.14309,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.159634,-0.0987757,-0.841867,0.138233,0,0,,-0.109978,0.0483714,1.62958,0.177292,0,0,
0,0,0,,0,0,,0.083955,0.510097,0.269532,-0.161413,0,0,,-0.325782,-1.37648,-0.771738,-0.209993,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.279475,0.286393,-0.0055865,1.08362,0,0,,0.0808924,-0.262532,0.128611,1.14343,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.164993,-0.0922955,-0.818379,0.135738,0,0,,-0.108164,0.0561693,1.55995,0.169649,0,0,
0,0,0,,0,0,,0.0932344,0.510549,0.290524,-0.165595,0,0,,-0.322362,-1.38262,-0.799322,-0.212958,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.279137,0.286221,-0.00717106,1.08388,0,0,,0.080681,-0.262405,0.131587,1.14375,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.168848,-0.0860835,-0.792282,0.131467,0,0,,-0.105693,0.0634691,1.48795,0.160292,0,0,
0,0,0,,0,0,,0.101916,0.510886,0.309166,-0.168719,0,0,,-0.31937,-1.38881,-0.822839,-0.214691,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.278794,0.286061,-0.00869888,1.08414,0,0,,0.0804754,-0.262264,0.134415,1.14405,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.171563,-0.0802314,-0.763912,0.125746,0,0,,-0.102808,0.0701504,1.41392,0.149479,0,0,
0,0,0,,0,0,,0.110135,0.51117,0.325538,-0.170888,0,0,,-0.3167,-1.39496,-0.842381,-0.215264,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.278447,0.285911,-0.010166,1.08437,0,0,,0.080276,-0.262112,0.137091,1.14433,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.173416,-0.0748235,-0.733576,0.118865,0,0,,-0.0997024,0.0760975,1.33822,0.137446,0,0,
0,0,0,,0,0,,0.117999,0.511459,0.339713,-0.172202,0,0,,-0.314265,-1.40097,-0.85806,-0.214745,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.278098,0.285771,-0.0115691,1.0846,0,0,,0.0800829,-0.26195,0.139614,1.14458,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.174625,-0.0699228,-0.701553,0.11108,0,0,,-0.0965459,0.0812259,1.26122,0.124441,0,0,
0,0,0,,0,0,,0.125588,0.511805,0.351764,-0.172752,0,0,,-0.311981,-1.40679,-0.87001,-0.21322,0,0,,0.280012,0.309613,-0.0115198,1.07873,0,0,,0.0620702,-0.330258,0.127644,1.13703,0,0,,0.277747,0.28564,-0.0129053,1.0848,0,0,,0.079896,-0.261779,0.14198,1.1448,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.175359,-0.0655723,-0.668096,0.102616,0,0,,-0.0934851,0.0854814,1.18329,0.110718,0,0,
0,0,0,,0,0,,0.13297,0.512253,0.361759,-0.172625,0,0,,-0.309772,-1.41233,-0.878374,-0.210787,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.277396,0.285516,-0.0141722,1.08499,0,0,,0.0797147,-0.261601,0.14419,1.14499,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.17575,-0.0617987,-0.633434,0.0936695,0,0,,-0.090646,0.0888327,1.10478,0.0965202,0,0,
0,0,0,,0,0,,0.163098,0.668934,0.292518,-0.125335,0,0,,-0.0751108,-1.18988,-0.794029,-0.0567782,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.277051,0.285407,-0.0153845,1.08518,0,0,,0.0795447,-0.261406,0.14626,1.14521,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.172131,-0.054588,-0.606152,0.0946618,0,0,,-0.0849886,0.0976454,1.03487,0.111115,0,0,
0,0,0,,0,0,,0.168173,0.667512,0.303123,-0.129618,0,0,,-0.07454,-1.19819,-0.800469,-0.0685203,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.27671,0.28531,-0.0165433,1.08537,0,0,,0.0793875,-0.261197,0.148185,1.14545,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.170501,-0.0485813,-0.579372,0.0950362,0,0,,-0.0785848,0.10434,0.962734,0.120828,0,0,
0,0,0,,0,0,,0.174178,0.666452,0.312908,-0.133607,0,0,,-0.0745985,-1.20571,-0.802911,-0.07821,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.27637,0.285223,-0.0176485,1.08556,0,0,,0.0792437,-0.260979,0.149964,1.14571,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.170304,-0.0436129,-0.552625,0.0945734,0,0,,-0.071886,0.109233,0.889302,0.126595,0,0,
0,0,0,,0,0,,0.180892,0.665712,0.321639,-0.137158,0,0,,-0.0750724,-1.21252,-0.801768,-0.086157,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.276027,0.285144,-0.0186997,1.08574,0,0,,0.0791133,-0.260753,0.151594,1.14597,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.171116,-0.0395501,-0.525599,0.0931677,0,0,,-0.0652256,0.112577,0.815333,0.129185,0,0,
0,0,0,,0,0,,0.188143,0.665263,0.32915,-0.140182,0,0,,-0.0757936,-1.2187,-0.797396,-0.0926194,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.275682,0.285071,-0.0196959,1.08592,0,0,,0.0789956,-0.260524,0.153077,1.14622,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.17261,-0.0362856,-0.498107,0.0907951,0,0,,-0.0588467,0.114574,0.741454,0.129238,0,0,
0,0,0,,0,0,,0.195794,0.665082,0.335329,-0.142628,0,0,,-0.0766291,-1.22428,-0.790115,-0.0978153,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.275333,0.285004,-0.020636,1.0861,0,0,,0.0788897,-0.260294,0.154414,1.14648,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.174532,-0.0337306,-0.470055,0.087488,0,0,,-0.0529239,0.115391,0.668191,0.127285,0,0,
0,0,0,,0,0,,0.203736,0.665154,0.340105,-0.144474,0,0,,-0.0774736,-1.2293,-0.780211,-0.10193,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.27498,0.28494,-0.0215188,1.08627,0,0,,0.0787946,-0.260063,0.155606,1.14673,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.176688,-0.03181,-0.441412,0.0833173,0,0,,-0.0475793,0.115164,0.595982,0.123772,0,0,
0,0,0,,0,0,,0.211882,0.665466,0.34344,-0.145721,0,0,,-0.0782427,-1.2338,-0.767946,-0.105125,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.274622,0.284879,-0.0223432,1.08642,0,0,,0.0787088,-0.259835,0.156656,1.14696,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.178931,-0.0304584,-0.412201,0.0783784,0,0,,-0.0428954,0.114011,0.525197,0.119071,0,0,
0,0,0,,0,0,,0.220161,0.666008,0.345322,-0.146387,0,0,,-0.0788689,-1.23778,-0.753561,-0.107537,0,0,,0.281157,0.317418,-0.0153822,1.08106,0,0,,0.073693,-0.318874,0.132108,1.14456,0,0,,0.27426,0.28482,-0.0231082,1.08657,0,0,,0.078631,-0.259611,0.157568,1.14719,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.181146,-0.0296174,-0.38248,0.0727809,0,0,,-0.0389242,0.112029,0.456145,0.113497,0,0,
0,0,0,,0,0,,0.228514,0.666772,0.345761,-0.146499,0,0,,-0.0792975,-1.24127,-0.737281,-0.10929,0,0,,0.284882,0.325471,-0.0198718,1.08257,0,0,,0.0825569,-0.30761,0.137831,1.15182,0,0,,0.273893,0.284761,-0.0238129,1.0867,0,0,,0.0785596,-0.259392,0.158346,1.14741,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.183247,-0.0292339,-0.35233,0.0666417,0,0,,-0.0356946,0.109308,0.389088,0.107311,0,0,
0,0,0,,0,0,,0.311408,0.82882,0.254987,-0.115928,0,0,,0.0977937,-1.01901,-0.604848,0.0345549,0,0,,0.284882,0.325471,-0.0198718,1.08257,0,0,,0.0825569,-0.30761,0.137831,1.15182,0,0,,0.273533,0.284706,-0.0244746,1.08683,0,0,,0.0784947,-0.259174,0.15902,1.14767,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.179831,-0.0276175,-0.330846,0.0656754,0,0,,-0.0324305,0.109494,0.336721,0.129974,0,0,
0,0,0,,0,0,,0.316893,0.829116,0.257478,-0.118072,0,0,,0.0974589,-1.02348,-0.592134,0.0180242,0,0,,0.284882,0.325471,-0.0198718,1.08257,0,0,,0.0825569,-0.30761,0.137831,1.15182,0,0,,0.273178,0.284653,-0.0250945,1.08696,0,0,,0.0784369,-0.258957,0.159589,1.14796,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.17793,-0.0266368,-0.30995,0.0641955,0,0,,-0.0289095,0.108339,0.284602,0.147923,0,0,
0,0,0,,0,0,,0.32306,0.829691,0.259429,-0.1199,0,0,,0.0968548,-1.02724,-0.577458,0.00313286,0,0,,0.284882,0.325471,-0.0198718,1.08257,0,0,,0.0825569,-0.30761,0.137831,1.15182,0,0,,0.272824,0.284601,-0.0256731,1.08709,0,0,,0.0783861,-0.258745,0.160056,1.14829,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.177063,-0.0261468,-0.289298,0.0620803,0,0,,-0.0253701,0.106115,0.233312,0.161879,0,0,
0,0,0,,0,0,,0.329709,0.830492,0.260674,-0.121325,0,0,,0.0960999,-1.03037,-0.561146,-0.01032,0,0,,0.284882,0.325471,-0.0198718,1.08257,0,0,,0.0825569,-0.30761,0.137831,1.15182,0,0,,0.27247,0.284548,-0.0262104,1.0872,0,0,,0.0783422,-0.258539,0.160422,1.14863,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-0.176865,-0.0260347,-0.268669,0.0592888,0,0,,-0.021976,0.103036,0.183301,0.172436,0,0,
